Author_ID;Original_Name;Standardized_Name;Number_of_papers
1805;Ding, J.-J.;Ding, J.-J.;2
1806;Ding, K.;Ding, K.;4
1807;Ding, L.;Ding, L.;1
1808;Ding, S.;Ding, S.;2
1809;Ding, X.;Ding, X.;39
1810;Ding, X.Q.;Ding, X.-Q.;5
1811;Ding, X.-Q.;Ding, X.-Q.;3
1812;Ding, Xiaoqing;Ding, Xiaoqing;2
1813;Ding, Y.;Ding, Y.;4
1814;Ding, Y.-D.;Ding, Y.-D.;1
1815;Dinges, L.;Dinges, L.;5
1816;Dingli, A.;Dingli, A.;2
1817;Dings, L.;Dings, L.;5
1818;Dinh, M.;Dinh, M.;1
1819;Dinh, T.N.;Dinh, T.N.;1
1820;Dinstein, I.;Dinstein, I.;1
1821;Di Nuovo, A.;Di Nuovo, A.;1
1822;Di Sciascio, E.;Di Sciascio, E.;3
1823;Ditta, A.;Ditta, A.;1
1824;Dittman, J.;Dittmann, J.;1
1825;Dittmann, J.;Dittmann, J.;1
1826;Divya, M.K.;Divya, M.K.;1
1827;Dixit, A.;Dixit, A.;1
1828;Dixit, R.;Dixit, R.;2
1829;Dixit, S.;Dixit, S.;2
1830;DIxon, R.S.;DIxon, R.S.;1
1831;Di Zenzo, S.;Di Zenzo, S.;1
1832;Djamal, E.C.;Djamal, E.C.;3
1833;Djamalilleil, A.;Djamalilleil, A.;1
1834;Djeddi, C.;Djeddi, C.;6
1835;Djeffal, A.;Djeffal, A.;1
1836;Djematene, A.;Djematene, A.;1
1837;Djioua, M.;Djioua, M.;1
1838;Djukic, T.;Djukic, T.;1
1839;Dlamini, N.;Dlamini, N.;1
1840;Dlay, Satnam S.;Dlay, Satnam S.;1
1841;Do, E.Y.-L.;Do, E.Y.-L.;1
1842;Do, L.-N.;Do, L.-N.;1
1843;Do, N.-T.;Do, N.-T.;1
1844;Do, T.-M.-T.;Do, T.-M.-T.;2
1845;Do, T.-N.;Do, T.-N.;1
1846;Dodel, J.-P.;Dodel, J.-P.;1
1847;Doermann, D.;Doermann, D.;11
1848;Does, J.D.;Does, J.D.;1
1849;Doetsch, P.;Doetsch, P.;13
1850;Dogaru, I.;Dogaru, I.;1
1851;Dogaru, R.;Dogaru, R.;1
1852;Dogra, D.P.;Dogra, D.P.;1
1853;Doiphode, A.;Doiphode, A.;1
1854;Dolega, B.;Dolega, B.;1
1855;Dolfing, H.J.G.A.;Dolfing, H.J.G.A.;1
1856;Dolinský, J.;Dolinský, J.;1
1857;Do Nascimento, R.H.S.N.;Do Nascimento, R.H.S.N.;1
1858;Dondi, P.;Dondi, P.;1
1859;Dong, J.-X.;Dong, J.-X.;3
1860;Dong, K.;Dong, K.;1
1861;Dong, L.;Dong, L.;1
1862;Dong, Lin;Dong, Lin;1
1863;Dong, S.;Dong, S.;2
1864;Dong, X.;Dong, X.;1
1865;Dong, Y.;Dong, Y.;1
1866;Dong, Z.;Dong, Z.;2
1867;Dongre, S.;Dongre, S.;1
1868;Dongre, V.J.;Dongre, V.J.;1
1869;Doolab, Z.D.;Doolab, Z.D.;1
1870;Do R.Paihama, J.K.;Do R.Paihama, J.K.;1
1871;Dorathi Jayaseeli, J.D.;Dorathi Jayaseeli, J.D.;1
1872;Dord-Crouslé, S.;Dord-Crouslé, S.;1
1873;Dorizzi, B.;Dorizzi, B.;2
1874;Dörnemann, K.;Dörnemann, K.;1
1875;Doroslovacki, M.;Doroslovacki, M.;1
1876;Doroz, R.;Doroz, R.;2
1877;Dorville, A.;Dorville, A.;1
1878;Dos Santos, E.M.;Dos Santos, E.M.;1
1879;Dos Santos, J.M.;Dos Santos, J.M.;1
1880;Downton, A.C.;Downton, A.C.;9
1881;Dozono, H.;Dozono, H.;2
1882;Draffan, E.A.;Draffan, E.A.;1
1883;Dragasevic Miskovic, N.;Dragasevic Miskovic, N.;1
1884;Dreuw, P.;Dreuw, P.;5
1885;Drewnik, M.;Drewnik, M.;1
1886;Dreyfus, G.;Dreyfus, G.;3
1887;Drias, H.;Drias, H.;3
1888;Droby, A.;Droby, A.;2
1889;Drotár, P.;Drotár, P.;1
1890;Drouhard, J.-P.;Drouhard, J.-P.;1
1891;Drsouza, L.;Drsouza, L.;1
1892;Du, H.;Du, H.;1
1893;Du, J.;Du, J.;12
1894;Du, L.;Du, L.;4
1895;Du, P.;Du, P.;1
1896;Du, X.;Du, X.;1
1897;Du, Y.R.;Du, Y.R.;1
1898;Duan, F.;Duan, F.;1
1899;Duan, J.;Duan, J.;1
1900;Duan, L.;Duan, L.;1
1901;Duan, M.;Duan, M.;1
1902;Duan, P.;Duan, P.;4
1903;Dubey, S.;Dubey, S.;1
1904;Duin, R.P.W.;Duin, R.P.W.;1
1905;Dunn, C.E.;Dunn, C.E.;1
1906;Duo, L.;Duo, L.;1
1907;Duong, A.T.;Duong, A.T.;3
1908;Duong, C.N.;Duong, C.N.;1
1909;Dupont, S.;Dupont, S.;1
1910;Dupré, X.;Dupré, X.;1
1911;du Preez, J.A.;du Preez, J.A.;1
1912;Duraiswamy, K.;Duraiswamy, K.;2
1913;Durand, J.-B.;Durand, J.-B.;1
1914;Durga, B.V.;Durga, B.V.;1
1915;Durga, L.;Durga, L.;1
1916;Durou, A.;Durou, A.;1
1917;Dusan, D.;Dusan, D.;1
1918;Dutt, M.;Dutt, M.;1
1919;Dutta, A.;Dutta, A.;2
1920;Dutta, K.;Dutta, K.;5
1921;Dutta, M.;Dutta, M.;1
1922;Dutta, M.K.;Dutta, M.K.;4
1923;Dutta, S.;Dutta, S.;2
1924;Duy, L.H.;Duy, L.H.;1
1925;Duygulu, P.;Duygulu, P.;1
1926;Dvir, L.;Dvir, L.;1
1927;Dviwedi, U.;Dviwedi, U.;1
1928;Dzido, R.;Dzido, R.;1
1929;Dziubliuk, V.;Dziubliuk, V.;1
1930;Dzuba, Gregory;Dzuba, Gregory;1
1931;D’Antrassi, P.;D’Antrassi, P.;1
1932;Eastwood, B.;Eastwood, B.;1
1933;Eastwood, Brett;Eastwood, Brett;1
1934;Ebenezer, S.S.;Ebenezer, S.S.;1
1935;Ebert, S.;Ebert, S.;2
1936;Ebert, T.;Ebert, T.;1
1937;Ebner, M.;Ebner, M.;1
1938;Ebrahim, A.Y.;Ebrahim, A.Y.;2
1939;Ebrahimpour, R.;Ebrahimpour, R.;5
1940;Ebrahimpour-Komleh, H.;Ebrahimpour-Komleh, H.;1
1941;Ebrahinpour, R.;Ebrahinpour, R.;1
1942;Echi, A.K.;Echi, A.K.;4
1943;Economou, G.;Economou, G.;3
1944;Edizkan, R.;Edizkan, R.;1
1945;Effenberg, A.O.;Effenberg, A.O.;2
1946;Eggimannn, F.;Eggimannn, F.;1
1947;Eglin, V.;Eglin, V.;9
1948;Eǵlin, V.;Eglin, V.;1
1949;Egorova, S.D.;Egorova, S.D.;1
1950;Ehlers, A.;Ehlers, A.;1
1951;Ehsani, M.S.;Ehsani, M.S.;1
1952;Ei, K.K.;Ei, K.K.;1
1953;Ei, T.;Ei, T.;1
1954;Ejbali, R.;Ejbali, R.;1
1955;Ekmekci, S.;Ekmekci, S.;1
1956;Elabed, H.;Elabed, H.;1
1957;El Abed, H.;El Abed, H.;16
1958;El-Abed, H.;El Abed, H.;2
1959;El Abed-Abdelkrim, A.;El Abed-Abdelkrim, A.;1
1960;Eladel, A.;Eladel, A.;1
1961;El Affar, A.;El Affar, A.;1
1962;El-Alfy, E.-S.M.;El-Alfy, E.-S.M.;2
1963;Elarian, Y.;Elarian, Y.;1
1964;El Atillah, M.;El Atillah, M.;1
1965;El Ayeb, F.;El Ayeb, F.;1
1966;Elbaati, A.;Elbaati, A.;2
1967;El Baati, A.;El Baati, A.;1
1968;El-Bakry, H.;El-Bakry, H.;1
1969;Elbalaoui, A.;Elbalaoui, A.;2
1970;Elbashir, M.K.;Elbashir, M.K.;1
1971;Elbasyoni, M.R.;Elbasyoni, M.R.;1
1972;Elbendak, M.;Elbendak, M.;1
1973;El-Daydamony, E.;El-Daydamony, E.;1
1974;El-desouky, Ali I.;El-desouky, Ali I.;1
1975;El-Etriby, S.;El-Etriby, S.;2
1976;El Fadili, H.;El Fadili, H.;3
1977;Elfakir, Y.;Elfakir, Y.;2
1978;Elfakiri, Y.;Elfakir, Y.;1
1979;Elfattah, M.A.;Elfattah, M.A.;2
1980;El Fazazy, K.;El Fazazy, K.;1
1981;El-Feghi, I.;El-Feghi, I.;1
1982;El Ghachi, O.;El Ghachi, O.;1
1983;El-Hajj, R.;El-Hajj, R.;2
1984;Elhariri, E.;Elhariri, E.;1
1985;Elhassan, A.;Elhassan, A.;1
1986;Elhoseny, M.;Elhoseny, M.;1
1987;Eliaz, A.;Eliaz, A.;1
1988;El Idrissi, Y.E.B.;El Idrissi, Y.E.B.;1
1989;Elizabeth, A.;Elizabeth, A.;1
1990;El Kettani, M.E.Y.;El Kettani, M.E.Y.;3
1991;Elkettani, M.Y.;Elkettani, M.Y.;2
1992;Elkettani, Y.;Elkettani, Y.;1
1993;Elkhayati, M.;Elkhayati, M.;1
1994;Elkhidir, A.A.;Elkhidir, A.A.;1
1995;Elleithy, A.;Elleithy, A.;1
1996;Elleithy, K.;Elleithy, K.;1
1997;Elleuch, M.;Elleuch, M.;7
1998;Elliman, D.;Elliman, D.;3
1999;Elliman, D.G.;Elliman, D.G.;2
2000;Elloumi, M.;Elloumi, M.;2
2001;Ellouze, N.;Ellouze, N.;1
2002;Elmahjoub, F.;Elmahjoub, F.;1
2003;El Makhfi, N.;El Makhfi, N.;1
2004;El-Melegy, M.;El-Melegy, M.;1
2005;El-Melegy, M.T.;El-Melegy, M.;1
2006;El-Melegy, Moumen T.;El-Melegy, Moumen T.;1
2007;El Melhaoui, O.;El Melhaoui, O.;1
2008;El Merabet, Y.;El Merabet, Y.;1
2009;El Meseery, M.;El Meseery, M.;1
2010;El Meslouhi, O.;El Meslouhi, O.;1
2011;Elmezain, M.;Elmezain, M.;1
2012;El Moubtahij, H.;El Moubtahij, H.;4
2013;Elms, A.J.;Elms, A.J.;1
2014;Elnagar, A.;Elnagar, A.;5
2015;El-Nasan, A.;El-Nasan, A.;1
2016;Elnourani, M.G.;Elnourani, M.G.;1
2017;Elovits, D.;Elovits, D.;1
2018;El Qacimy, B.;El Qacimy, B.;3
2019;El Qacimym, B.;El Qacimy, B.;1
2020;El Saddik, A.;El Saddik, A.;3
2021;El-Sakka, Mahmoud R.;El-Sakka, Mahmoud R.;1
2022;El-Sana, J.;El-Sana, J.;2
2023;El-Sana, J.A.;El-Sana, J.;1
2024;El Sawy, W.Z.;El Sawy, W.Z.;1
2025;El-Sayed, G.;El-Sayed, G.;1
2026;El-Sheikh, E.M.;El-Sheikh, E.M.;1
2027;El-Sheikh, T.S.;El-Sheikh, T.S.;1
2028;El-Sherif, E.;El-Sherif, E.;1
2029;El-Sisi, A.B.;El-Sisi, A.B.;2
2030;Elsonbaty, A.A.;Elsonbaty, A.A.;1
2031;El-Taweel, S.G.;El-Taweel, S.G.;1
2032;El Yacoubi, A.;El Yacoubi, A.;4
2033;El-Yacoubi, A.;El Yacoubi, A.;1
2034;El Yacoubi, M.;El Yacoubi, M.;1
2035;Elyassa, M.;Elyassa, M.;1
2036;El-Zabadani, H.M.;El-Zabadani, H.M.;1
2037;Elzobi, M.;Elzobi, M.;12
2038;Emptoz, H.;Emptoz, H.;3
2039;Enayatifar, R.;Enayatifar, R.;1
2040;Ennaji, A.;Ennaji, A.;8
2041;Enriquez, E.A.;Enriquez, E.A.;1
2042;Epishkina, A.;Epishkina, A.;2
2043;Eramo, Vincenzo;Eramo, Vincenzo;1
2044;Eraqi, H.M.;Eraqi, H.M.;3
2045;Erbilek, M.;Erbilek, M.;1
2046;Erdem, O.A.;Erdem, O.A.;1
2047;Erkut, C.;Erkut, C.;1
2048;Ermolenko, A.;Ermolenko, A.;1
2049;Ernst, K.;Ernst, K.;1
2050;Escalante, H.J.;Escalante, H.J.;1
2051;Escalera, S.;Escalera, S.;1
2052;Esfahani, A.;Esfahani, A.;1
2053;Esfahanimehr, A.;Esfahanimehr, A.;1
2054;Eshwar Reddy, D.;Eshwar Reddy, D.;1
2055;Eskander, G.S.;Eskander, G.S.;1
2056;Esmkhani, A.;Esmkhani, A.;1
2057;Espana-Boquera, S.;España-Boquera, S.;1
2058;España-Boquera, S.;España-Boquera, S.;5
2059;Espinosa, I.;Espinosa, I.;1
2060;Esposito, A.;Esposito, A.;2
2061;Essa, N.;Essa, N.;1
2062;Es-saady, Y.;Es-Saady, Y.;1
2063;Es-Saady, Y.;Es-Saady, Y.;1
2064;Essakiammal, V.;Essakiammal, V.;1
2065;Essoufi, E.H.;Essoufi, E.H.;2
2066;Esteban, J.L.;Esteban, J.L.;1
2067;Etaati, F.;Etaati, F.;1
2068;Eullo, R.M.G.;Eullo, R.M.G.;1
2069;Evanculla, A.D.M.;Evanculla, A.D.M.;1
2070;Evans, R.G.;Evans, R.G.;2
2071;Ewees, A.A.;Ewees, A.A.;1
2072;Ezoji, M.;Ezoji, M.;1
2073;Fabito, B.S.;Fabito, B.S.;1
2074;Facchini, G.;Facchini, G.;1
2075;Facon, J.;Facon, J.;1
2076;Fadeel, M.A.;Fadeel, M.A.;1
2077;Faez, K.;Faez, K.;17
2078;Faez, Karim;Faez, K.;2
2079;Fagan, D.;Fagan, D.;1
2080;Fahiem, M.A.;Fahiem, M.A.;1
2081;Fahmy, A.E.;Fahmy, A.E.;1
2082;Fahrner, H.;Fahrner, H.;1
2083;Fairhurst, M.;Fairhurst, M.;2
2084;Fairhurst, M.C.;Fairhurst, M.C.;24
2085;Faisal, R.H.;Faisal, R.H.;3
2086;Fajardo, L.J.;Fajardo, L.J.;1
2087;Fakhri, Y.;Fakhri, Y.;1
2088;Fakir, M.;Fakir, M.;2
2089;Fakotakis, N.;Fakotakis, N.;10
2090;Fan, D.;Fan, D.;2
2091;Fan, J.;Fan, J.;1
2092;Fan, K.-C.;Fan, K.-C.;4
2093;Fan, Q.;Fan, Q.;1
2094;Fan, T.-I.;Fan, T.-I.;1
2095;Fan, W.;Fan, W.;7
2096;Fan, Y.;Fan, Y.;2
2097;Fan, Z.;Fan, Z.;2
2098;Fanany, M.I.;Fanany, M.I.;1
2099;Fang, B.;Fang, B.;2
2100;Fang, C.;Fang, C.;1
2101;Fang, D.;Fang, D.;3
2102;Fang, J.-Z.;Fang, J.-Z.;1
2103;Fang, L.;Fang, L.;1
2104;Fang, X.;Fang, X.;2
2105;Fang, Y.;Fang, Y.;1
2106;Fantechi, A.;Fantechi, A.;1
2107;Faradji, F.;Faradji, F.;1
2108;Farah, N.;Farah, N.;9
2109;Farahani, A.;Farahani, A.;1
2110;Farahi, A.;Farahi, A.;1
2111;Farahnak, F.;Farahnak, F.;1
2112;Faraj, K.H.A.;Faraj, K.H.A.;1
2113;Faraji, M.M.;Faraji, M.M.;1
2114;Fard, A.J.;Fard, A.J.;1
2115;Fardous, A.;Fardous, A.;1
2116;Fardousse, K.;Fardousse, K.;1
2117;Farhan, R.N.;Farhan, R.N.;1
2118;Farhan, S.;Farhan, S.;1
2119;Fariborz, M.;Fariborz, M.;1
2120;Faridi, S.;Faridi, S.;1
2121;Farinella, G.M.;Farinella, G.M.;3
2122;Farooq, F.;Farooq, F.;1
2123;Farooq, M.A.;Farooq, M.A.;1
2124;Farooq, Q.A.;Farooq, Q.A.;1
2125;Farooqui, F.F.;Farooqui, F.F.;1
2126;Farou, B.;Farou, B.;3
2127;Farshchi, S.M.R.;Farshchi, S.M.R.;1
2128;Farzaneh, F.;Farzaneh, F.;1
2129;Fasquel, J.-B.;Fasquel, J.-B.;2
2130;Fathi, H.;Fathi, H.;1
2131;Fatimah, S.H.;Fatimah, S.H.;1
2132;Faundez-Zanuy, M.;Faundez-Zanuy, M.;7
2133;Favata, J.T.;Favata, J.T.;2
2134;Favata, John T.;Favata, J.T.;1
2135;Febriyanti;Febriyanti;1
2136;Fecker, D.;Fecker, D.;1
2137;Fedchenko, V.S.;Fedchenko, V.S.;1
2138;Fehringer, W.;Fehringer, W.;1
2139;Fei, H.;Fei, H.;1
2140;Fei, L.;Fei, L.;1
2141;Feldbach, M.;Feldbach, M.;1
2142;Felipe-Riverón, E.M.;Felipe-Riverón, E.M.;1
2143;Feng, B.;Feng, B.;1
2144;Feng, D.D.;Feng, D.D.;2
2145;Feng, G.;Feng, G.;3
2146;Feng, J.;Feng, J.;8
2147;Feng, L.;Feng, L.;1
2148;Feng, M.-S.;Feng, M.-S.;1
2149;Feng, P.;Feng, P.;1
2150;Feng, Q.;Feng, Q.;1
2151;Feng, S.;Feng, S.;2
2152;Feng, W.;Feng, W.;2
2153;Feng, W.-C.;Feng, W.-C.;1
2154;Feng, Y.;Feng, Y.;2
2155;Feng, Z.;Feng, Z.;4
2156;Feng, Z.-D.;Feng, Z.-D.;1
2157;Feray, N.;Feray, N.;1
2158;Ferdous, K.;Ferdous, K.;1
2159;Ferdous, R.E.;Ferdous, R.E.;1
2160;Fernandes, R.;Fernandes, R.;1
2161;Fernández, D.;Fernández, D.;3
2162;FernÁndez, D.;Fernández, D.;1
2163;Fernández, R.;Fernández, R.;2
2164;Fernández, S.;Fernández, S.;1
2165;Fernandez-Maloigne, C.;Fernandez-Maloigne, C.;1
2166;Fernandez-Mota, D.;Fernandez-Mota, D.;2
2167;Fernando, H.C.;Fernando, H.C.;1
2168;Ferragina, P.;Ferragina, P.;1
2169;Ferrante, A.;Ferrante, A.;2
2170;Ferrer, M.A.;Ferrer, M.A.;6
2171;Ferrer, Miguel A.;Ferrer, M.A.;1
2172;Fethi, G.;Fethi, G.;1
2173;Fiel, S.;Fiel, S.;4
2174;Fierrez, J.;Fierrez, J.;1
2175;Fiesler, E.;Fiesler, E.;1
2176;Fikos, G.;Fikos, G.;1
2177;Filatov, A.;Filatov, A.;2
2178;Filatov, Alexander;Filatov, A.;1
2179;Filho, A.N.G.L.;Filho, A.N.G.L.;1
2180;Filho, C.F.F.C.;Filho, C.F.F.C.;1
2181;Fingscheidt, T.;Fingscheidt, T.;1
2182;Fink, G.A.;Fink, G.A.;12
2183;Fischer, A.;Fischer, A.;30
2184;Fischer, S.;Fischer, S.;1
2185;Fitriana, G.F.;Fitriana, G.F.;1
2186;Fitriawan, H.;Fitriawan, H.;1
2187;Fitzgerald, J.A.;Fitzgerald, J.A.;2
2188;Flachs, Brian;Flachs, Brian;1
2189;Fleury, S.;Fleury, S.;2
2190;Flores, E.L.;Flôres, E.L.;1
2191;Flôres, E.L.;Flôres, E.L.;2
2192;Flynn, Michael;Flynn, Michael;1
2193;Fong, H.S.;Fong, H.S.;4
2194;Fong, Hak-shun;Fong, Hak-shun;1
2195;Fong, T.J.;Fong, T.J.;1
2196;Fonseka, H.S.R.;Fonseka, H.S.R.;1
2197;Fontaine, T.;Fontaine, T.;1
2198;Fontaine, Thomas;Fontaine, Thomas;1
2199;Fontanella, F.;Fontanella, F.;12
2200;Fontenele Marques Junior, F.D.C.;Fontenele Marques Junior, F.D.C.;1
2201;Foor, W.E.;Foor, W.E.;1
2202;Foor, Wesley E.;Foor, Wesley E.;1
2203;Forester, B.;Forester, B.;1
2204;Fornes, A.;Fornés, A.;10
2205;Fornés, A.;Fornés, A.;19
2206;FornÉs, A.;Fornés, A.;1
2207;Fórnes, A.;Fornés, A.;1
2208;Foroozandeh, A.;Foroozandeh, A.;3
2209;Forster, J.;Forster, J.;2
2210;Fortaleza, B.N.;Fortaleza, B.N.;1
2211;Fortino, G.;Fortino, G.;1
2212;Fotak, T.;Fotak, T.;1
2213;Fotopoulos, S.;Fotopoulos, S.;1
2214;Fouadi, H.;Fouadi, H.;1
2215;Fouladi, K.;Fouladi, K.;3
2216;Fox, R.;Fox, R.;3
2217;Foysal, M.F.A.;Foysal, M.F.A.;1
2218;Francis, S.;Francis, S.;1
2219;Franco, D.P.;Franco, D.P.;1
2220;Franco, P.;Franco, P.;1
2221;Frank, S.;Frank, S.;2
2222;Franke, K.;Franke, K.;2
2223;Franz, M.O.;Franz, M.O.;1
2224;Fratama, R.R.;Fratama, R.R.;1
2225;Freca, A.S.D.;Freca, A.S.D.;2
2226;Freche, T.;Freche, T.;1
2227;Freitas, C.;Freitas, C.;1
2228;Freitas, C.O.A.;Freitas, C.O.A.;5
2229;Freitas, C.O.D.A.;Freitas, C.O.A.;5
2230;Freund, R.;Freund, R.;1
2231;Freund, Y.;Freund, Y.;1
2232;Frigui, H.;Frigui, H.;1
2233;Frinken, V.;Frinken, V.;24
2234;Frosini, Graziano;Frosini, Graziano;1
2235;Fu, C.-W.;Fu, C.-W.;3
2236;Fu, G.;Fu, G.;1
2237;Fu, H.;Fu, H.;1
2238;Fu, H.C.;Fu, H.-C.;1
2239;Fu, H.-C.;Fu, H.-C.;4
2240;Fu, Hsin-Chia;Fu, H.-C.;3
2241;Fu, J.;Fu, J.;1
2242;Fu, K.;Fu, K.;1
2243;Fu, M.;Fu, M.;4
2244;Fu, Min-yue;Fu, M.;1
2245;Fu, Q.;Fu, Q.;10
2246;Fu, Y.-G.;Fu, Y.-G.;1
2247;Fuchida, T.;Fuchida, T.;1
2248;Fuchs, S.;Fuchs, S.;1
2249;Fuglsby, C.;Fuglsby, C.;1
2250;Fujii, Y.;Fujii, Y.;1
2251;Fujimoto, K.;Fujimoto, K.;2
2252;Fujisawa, H.;Fujisawa, H.;15
2253;Fujisawa, Y.;Fujisawa, Y.;2
2255;Fukuda, R.;Fukuda, R.;1
2256;Fukue, K.;Fukue, K.;2
2257;Fukui, K.;Fukui, K.;1
2258;Fukumi, M.;Fukumi, M.;1
2259;Fukushima, K.;Fukushima, K.;7
2260;Fung, C.C.;Fung, C.C.;2
2261;Furber, S.;Furber, S.;1
2262;Furnari, A.;Furnari, A.;3
2263;Furukawa, T.;Furukawa, T.;2
2264;Gaborski, R.;Gaborski, R.;1
2265;Gabrani, G.;Gabrani, G.;1
2266;Gaceb, D.;Gaceb, D.;2
2267;Gader, P.;Gader, P.;14
2268;Gader, P.D.;Gader, P.;7
2269;Gader, Paul;Gader, P.;3
2270;Gader, Paul D.;Gader, P.;5
2271;Gadi, T.;Gadi, T.;2
2272;Gadri, S.;Gadri, S.;1
2273;Gagaoua, M.;Gagaoua, M.;1
2274;Gagné, C.;Gagné, C.;1
2275;Gai, S.;Gai, S.;1
2276;Gaikwad, A.N.;Gaikwad, A.N.;1
2277;Gal, M.;Gal, M.;1
2278;Gál, M.;Gal, M.;1
2279;Galaz, Z.;Galaz, Z.;1
2280;Galbally, J.;Galbally, J.;2
2281;Galdames, Patricio A.;Galdames, Patricio A.;1
2282;Gallego, A.-J.;Gallego, A.-J.;2
2283;Galli, B.;Galli, B.;1
2284;Gallinari, P.;Gallinari, P.;2
2285;Gallo, I.;Gallo, I.;1
2286;Galluppi, F.;Galluppi, F.;1
2287;Gan, F.S.;Gan, F.S.;1
2288;Gan, J.;Gan, J.;4
2289;Gan, Q.;Gan, Q.;1
2290;Gan, Qiang;Gan, Qiang;1
2291;Ganapathy, V.;Ganapathy, V.;1
2292;Gandhi, M.P.I.;Gandhi, M.P.I.;1
2293;Ganesan, L.;Ganesan, L.;2
2294;Ganesh, A.;Ganesh, A.;2
2295;Gang, L.;Gang, L.;1
2296;Ganguly, D.;Ganguly, D.;1
2297;Ganorkar, L.P.;Ganorkar, L.P.;2
2298;Ganzberger, M.;Ganzberger, M.;2
2299;Gao, D.;Gao, D.;1
2300;Gao, G.;Gao, G.;2
2301;Gao, H.;Gao, H.;1
2302;Gao, J.;Gao, J.;4
2303;Gao, S.;Gao, S.;2
2304;Gao, T.-F.;Gao, T.-F.;3
2305;Gao, W.;Gao, W.;1
2306;Gao, X.;Gao, X.;13
2307;Gao, Y.;Gao, Y.;8
2308;Gao, Z.;Gao, Z.;1
2309;Garain, U.;Garain, U.;5
2310;Garcia, C.;Garcia, C.;5
2311;García, L.S.;García, L.S.;1
2312;García-Calderón, M.A.;García-Calderón, M.A.;1
2313;García-Hernández, R.A.;García-Hernández, R.A.;1
2314;García Salomón, F.J.;García Salomón, F.J.;1
2315;Garg, A.;Garg, A.;3
2316;Garg, N.;Garg, N.;1
2317;Garg, N.K.;Garg, N.K.;6
2318;Garg, V.K.;Garg, V.K.;1
2319;Garlit, J.;Garlit, J.;1
2320;Garnacho-Castaño, M.-V.;Garnacho-Castaño, M.-V.;1
2321;Garris, M.D.;Garris, M.D.;2
2322;Garris, Michael D.;Garris, M.D.;3
2323;Garshin, A.A.;Garshin, A.A.;1
2324;Garud, H.;Garud, H.;1
2325;Garz, A.;Garz, A.;2
2326;Gatos, B.;Gatos, B.;25
2327;Gatt, E.;Gatt, E.;1
2328;Gattal, A.;Gattal, A.;6
2329;Gattelli, M.;Gattelli, M.;1
2330;Gatto, B.B.;Gatto, B.B.;1
2331;Gaur, A.;Gaur, A.;1
2332;Gaur, S.;Gaur, S.;1
2333;Gautam, N.;Gautam, N.;1
2334;Gauthier, N.;Gauthier, N.;1
2335;Gavrilescu, M.;Gavrilescu, M.;1
2336;Gawinowski, M.;Gawinowski, M.;1
2337;Gayathri, P.;Gayathri, P.;2
2338;Gayathri, R.;Gayathri, R.;1
2339;Gaygole, A.;Gaygole, A.;1
2340;Gazzah, S.;Gazzah, S.;1
2341;Ge, D.-Y.;Ge, D.-Y.;1
2342;Ge, Y.;Ge, Y.;4
2343;Gebhard, M.;Gebhard, M.;1
2344;Gehrke, M.;Gehrke, M.;1
2345;Geiger, D.;Geiger, D.;1
2346;Geiselbrechtinger, F.;Geiselbrechtinger, F.;3
2347;Geist, J.;Geist, J.;1
2348;Geist, Jon;Geist, Jon;1
2349;Gelsomino, G.;Gelsomino, G.;1
2350;Genc, Y.;Genc, Y.;1
2351;Gengaje, S.R.;Gengaje, S.R.;1
2352;Genna, M.;Genna, M.;2
2353;Gennert, Michael A.;Gennert, Michael A.;1
2354;Genoe, R.;Genoe, R.;2
2355;Gentile, V.M.;Gentile, V.M.;1
2356;Gentric, P.;Gentric, P.;1
2357;Geoffrois, E.;Geoffrois, E.;2
2358;George, L.E.;George, L.E.;1
2359;Georgi, M.;Georgi, M.;2
2360;Gericke, L.;Gericke, L.;1
2361;Gerner, M.;Gerner, M.;1
2362;Gerogiannis, D.P.;Gerogiannis, D.P.;1
2363;Geydarov, P.Sh.;Geydarov, P.Sh.;1
2364;Ghadam, F.M.J.;Ghadam, F.M.J.;1
2365;Ghadekar, P.;Ghadekar, P.;1
2366;Ghaderi, R.;Ghaderi, R.;1
2367;Ghaderyan, P.;Ghaderyan, P.;1
2368;Ghadge, S.;Ghadge, S.;1
2369;Ghadhban, H.Q.;Ghadhban, H.Q.;1
2370;Ghadikolaie, M.F.Y.;Ghadikolaie, M.F.Y.;1
2371;Ghahnavieh, A.E.;Ghahnavieh, A.E.;1
2372;Ghanbari, N.;Ghanbari, N.;1
2373;Ghani, M.U.;Ghani, M.U.;1
2374;Ghani, N.A.;Ghani, N.A.;1
2375;Ghanim, T.;Ghanim, T.M.;2
2376;Ghanim, T.M.;Ghanim, T.M.;2
2377;Ghanmi, N.;Ghanmi, N.;1
2378;Ghanmy, N.;Ghanmy, N.;1
2379;Ghanty, P.;Ghanty, P.;1
2380;Gharde, S.S.;Gharde, S.S.;1
2381;Ghasemi, J.;Ghasemi, J.;1
2382;Ghaskadbi, P.;Ghaskadbi, P.;1
2383;Ghassemian, M.H.;Ghassemian, M.H.;1
2384;Ghassemlooy, Z.;Ghassemlooy, Z.;1
2385;Ghayad, K.;Ghayad, K.;1
2386;Ghayoumi, M.;Ghayoumi, M.;1
2387;Ghazali, R.;Ghazali, R.;1
2388;Ghazouani, F.;Ghazouani, F.;2
2389;Ghedira, K.;Ghedira, K.;2
2390;Ghilas, H.;Ghilas, H.;1
